"INSTNM","CITY","STABBR","INSTURL","NPCURL","lat","lng","CONTROL"
"Miami Dade College","Miami","FL","www.mdc.edu/main/","www.mdc.edu/netpricecalculator/npcalc.htm",25.777717,-80.190856,1
"University of Miami","Coral Gables","FL","www.miami.edu/","public.cgcent.miami.edu/AttendanceCalculator/",25.720406,-80.27645,2
"Orange Technical College-Mid Florida Campus","Orlando","FL","www.ocpstechcenters.net/MidFloridaTech","www.ocpstechcenters.net/MidFloridaTech/studentcenter/Pages/Consumer-Information.aspx",28.471695,-81.415996,1
"Beauty Schools of America-Miami","Miami","FL","www.bsa.edu","www.bsa.edu/wp-content/uploads/2015/06/BSA-Tuition_Fees_Revised-050115.pdf",25.760695,-80.303842,3
"Remington College-Tampa Campus","Tampa","FL","www.remingtoncollege.edu/tampa-technical-school-overview","calculator.remingtoncollege.edu/",27.983466,-82.385976,2
"Everest Institute-North Miami","Miami","FL","www.everest.edu/campus/miami","www.Everest.edu/npc",25.942952,-80.203534,3
"Academy of Palm Beach","Lake Worth","FL","www.apb.edu","www.apb.edu",26.631072,-80.113108,3
"Lincoln College of Technology-West Palm Beach","West Palm Beach","FL","www.lincolnedu.com/campus/west-palm-beach-fl","www.lincolnedu.com/net-price-calculator",26.758227,-80.094805,3
"Paul Mitchell the School-Jacksonville","Jacksonville","FL","jacksonville.paulmitchell.edu","jacksonville.paulmitchell.edu/programs/tuition-calculator",30.260902,-81.527289,3
"North Florida Community College","Madison","FL","www.nfcc.edu","www.nfcc.edu/media/188682/npcalc.htm",30.473871,-83.421873,1
"University of North Florida","Jacksonville","FL","www.unf.edu","www.collegeportraits.org/FL/UNF/estimator/agree",30.270917,-81.507853,1
"Northwood University-Florida","West Palm Beach","FL","www.northwood.edu","www.northwood.edu/webapps/finaid/coa/",26.714688,-80.104138,2
"Nova Southeastern University","Fort Lauderdale","FL","www.nova.edu","www.nova.edu/npc/",26.079337,-80.24248,2
"Northwest Florida State College","Niceville","FL","www.nwfsc.edu/","www.nwfsc.edu/Students/PayingforCollege/FinancialAid/netpricecalculator.cfm",30.537148,-86.475467,1
"Everest University-North Orlando","Orlando","FL","www.everest.edu/campus/north_orlando","www.Everest.edu/npc",28.610884,-81.387438,3
"Orange Technical College-Orlando Campus","Orlando","FL","www.ocpstechcenters.net/orlandotech/Pages/default.aspx","https://www.ocpstechcenters.net/MidFloridaTech/Documents/mft%20netpricecalculator/npcalc.htm",28.550422,-81.383783,1
"Palm Beach Atlantic University","West Palm Beach","FL","www.pba.edu","www.pba.edu/net-price-calculator",26.704629,-80.049758,2
"Palm Beach State College","Lake Worth","FL","www.palmbeachstate.edu/","www.palmbeachstate.edu/x20862.xml",26.613214,-80.087104,1
"Pasco-Hernando State College","New Port Richey","FL","www.phsc.edu","phsc.edu/node/20783",28.2751,-82.646727,1
"Pensacola State College","Pensacola","FL","www.pensacolastate.edu","www.pensacolastate.edu/financialAid/netPriceCalc/npcalc.htm",30.480779,-87.200622,1
"Pinellas Technical College-Clearwater","Clearwater","FL","www.myptc.edu","www.myptc.edu",27.911922,-82.719064,1
"Polk State College","Winter Haven","FL","www.polk.edu","www.polk.edu/admission-aid/financial-aid/net-price-calculator/",28.030775,-81.712932,1
"Radford M Locklin Technical Center","Milton","FL","www.locklintech.com","www.locklintech.com",30.646762,-87.100567,1
"Saint Vincent de Paul Regional Seminary","Boynton Beach","FL","www.svdp.edu","www.svdp.edu",26.51582,-80.125707,2
"Ridge Career Center","Winter Haven","FL","www.ridge.edu/","www.ridge.edu/",28.076632,-81.654463,1
"Ringling College of Art and Design","Sarasota","FL","www.ringling.edu","https://npc.collegeboard.org/student/app/ringling",27.35963,-82.548598,2
"Robert Morgan Educational Center and Technical College","Miami","FL","rmec.dadeschools.net","rmec.dadeschools.net",25.599133,-80.390354,1
"Rollins College","Winter Park","FL","www.rollins.edu","www.rollins.edu/admission/financial-aid/cost-calculator.html",28.591992,-81.348716,2
"First Coast Technical College","Saint Augustine","FL","fctc.edu/","fctc.edu/consumer-information/net-price-calculator/",29.924377,-81.345829,1
"Saint Leo University","Saint Leo","FL","www.saintleo.edu","www.saintleo.edu/resources/financial-aid/tuition-and-costs/net-price-calculator.aspx",28.336776,-82.257287,2
"St Petersburg College","Clearwater","FL","www.spcollege.edu","www.spcollege.edu/NetCalc/npcalc.htm",27.9026,-82.717321,1
"Pinellas Technical College-St. Petersburg","Saint Petersburg","FL","www.myptc.edu","www.myptc.edu",27.761183,-82.681534,1
"Santa Fe College","Gainesville","FL","www.sfcollege.edu","www.sfcollege.edu/financialaid/NetPriceCalculator/",29.680698,-82.433958,1
"Suncoast Technical College","Sarasota","FL","suncoast.edu","suncoast.edu/students/adult/admissions.aspx?id=58886",27.285486,-82.500827,1
"Argosy University-Sarasota","Sarasota","FL","www.argosy.edu/sarasota/","tcc.noellevitz.com/edmc/Argosy University Net Price Calculator",27.351394,-82.465363,3
"Seminole State College of Florida","Sanford","FL","www.seminolestate.edu/","www.seminolestate.edu/financial-aid/resources/cost-estimator",28.74475,-81.305606,1
"Sheridan Technical College","Hollywood","FL","www.SheridanTechnical.com","www.sheridantechnical.com/HowtoApply/FinancialAid/NetPriceCalculator/tabid/902/language/en-US/Default.aspx",26.031736,-80.198024,1
"Saint John Vianney College Seminary","Miami","FL","www.sjvcs.edu/","www.plannedup.com/dev/sjvcs.edu/netpricecalculator/npcalc.htm",25.742579,-80.337411,2
"Saint Johns River State College","Palatka","FL","www.sjrstate.edu","www.sjrstate.edu/netprice.html",29.647195,-81.681137,1
"South Florida State College","Avon Park","FL","www.southflorida.edu","www.southflorida.edu/current-students/financial-aid-scholarships/net-price-calculator",27.569553,-81.508387,1
"University of South Florida-Main Campus","Tampa","FL","www.usf.edu","usfweb2.usf.edu/finaid/npc/npcalc.htm",28.056647,-82.415876,1
"St Thomas University","Miami Gardens","FL","www.stu.edu","www.stu.edu/FinancialAidCalculator/tabid/2064/Default.aspx",25.920915,-80.256265,2
"Stenotype Institute of Jacksonville Inc-Jacksonville","Jacksonville","FL","www.stenotype.edu","www.stenotype.edu",30.289644,-81.635062,3
"Stetson University","DeLand","FL","www.stetson.edu","https://stetson.studentaidcalculator.com/welcome.aspx",29.036295,-81.301604,2
"Southeastern University","Lakeland","FL","www.seu.edu/","www.seu.edu/financial-aid/cost-calculator/",28.031864,-81.918997,2
"Benes International School of Beauty","New Port Richey","FL","https://www.benes.edu","www.benes.edu",28.261074,-82.72846,3
"RIVEROAK Technical College","Live Oak","FL","suwannee.shtc.schooldesk.net/","suwannee.shtc.schooldesk.net/AboutUs/FinancialAid/tabid/10123/Default.aspx",30.2839,-82.991356,1
"Tallahassee Community College","Tallahassee","FL","https://www.tcc.fl.edu","https://www.tcc.fl.edu/Current/Cashiers/Pages/How-much-does-TCC-cost.aspx",30.445234,-84.341462,1
"Talmudic College of Florida","Miami Beach","FL","www.talmudicu.edu","www.talmudicu.edu/net-price-calculator/",25.7949,-80.141334,2
"Everest University-Tampa","Tampa","FL","www.everest.edu/campus/tampa","www.Everest.edu/npc",27.996582,-82.497616,3
"Everest University-Largo","Largo","FL","www.everest.edu/campus/largo","www.Everest.edu/npc",27.915296,-82.775886,3
"The University of Tampa","Tampa","FL","www.ut.edu","www.ut.edu/financialaid/calculators/",27.947225,-82.465582,2
"Taylor Technical Institute","Perry","FL","www.taylortech.org","www.taylortech.org/NetPriceCalculator/npcalc.htm",30.077954,-83.565783,1
"Tom P Haney Technical Center","Panama City","FL","www.bayschools.com/htc","www.bayschools.com/Portals/35/netpricecalc/npcalc.htm",30.203363,-85.646585,1
"Trinity Baptist College","Jacksonville","FL","www.tbc.edu","media.tbc.org/NetPriceCalculator/npcalc.htm",30.323755,-81.705655,2
"Trinity College of Florida","Trinity","FL","trinitycollege.edu","trinitycollege.edu",28.194222,-82.677065,2
"Fashion Focus Hair Academy","Sarasota","FL","www.fashionfocusacad.com","fashionfocusacad.com/index.php?option=com_wrapper&view=wrapper&Itemid=134",27.258911,-82.517388,3
"Valencia College","Orlando","FL","valenciacollege.edu","valenciacollege.edu/finaid/npcalc.htm",28.52092,-81.471181,1
"Warner University","Lake Wales","FL","www.warner.edu","warner.edu/undergraduate/tuition-and-financial-aid/net-price-calculator/",27.825751,-81.599972,2
"Florida Panhandle Technical College","Chipley","FL","FPTC.edu","FPTC.edu",30.77449,-85.553345,1
"Webber International University","Babson Park","FL","www.webber.edu","https://npc.collegeboard.org/student/app/webber",27.838798,-81.532325,2
"Rasmussen College-Florida","Ocala","FL","rasmussen.edu","https://rasmussensnapprodfp.regenteducation.net/#/",29.14081,-82.19842,3
"The University of West Florida","Pensacola","FL","uwf.edu","uwf.edu/npcalc/npcalc.cfm",30.542855,-87.218125,1
"Orange Technical College-Westside Campus","Winter Garden","FL","https://www.ocpstechcenters.net/WestsideTech/Pages/default.aspx","https://www.ocpstechcenters.net/westsidetech/studentcenter/Pages/Consumer-Information.aspx",28.559574,-81.571532,1
"William T McFatter Technical College","Davie","FL","www.mcfattertech.com","www.mcfattertech.com/HowtoApply/FinancialAid/CostEstimator/tabid/2944/language/en-US/Default.aspx",26.085022,-80.232201,1
"Orange Technical College-Winter Park Campus","Winter Park","FL","www.ocpstechcenters.net/winterparktech/Pages/default.aspx","www.ocpstechcenters.net/WinterParkTech/Documents/wpt%20netpricecalculator/npcalc.htm",28.604386,-81.36174,1
"Withlacoochee Technical Institute","Inverness","FL","www.wtionline.cc","www.wtionline.cc/student_services.html#financial",28.834861,-82.345563,1
"Abraham Baldwin Agricultural College","Tifton","GA","www.abac.edu","www.abac.edu/NPC/",31.481889,-83.528281,1
"Agnes Scott College","Decatur","GA","www.agnesscott.edu","www.collegecostcalculator.org/agnesscott",33.769996,-84.29563,2
"Interactive College of Technology-Chamblee","Chamblee","GA","www.ict.edu","ict.edu/net-price-calculator/",33.889452,-84.301964,3
"Interactive College of Technology-Morrow","Morrow","GA","ict.edu","ict.edu/net-price-calculator/",33.57233,-84.336098,3
"Albany Technical College","Albany","GA","www.albanytech.edu","www.albanytech.edu/images/netcalc/",31.55434,-84.174284,1
"Darton State College","Albany","GA","www.darton.edu","www.darton.edu/admin/finaid/calc",31.583594,-84.212087,1
"Albany State University","Albany","GA","www.asurams.edu/","gateway.asurams.edu/calculator/",31.571395,-84.14306,1
"Andrew College","Cuthbert","GA","www.andrewcollege.edu","https://npc.collegeboard.org/student/app/andrew?iframe=true",31.772321,-84.795021,2
"Armstrong State University","Savannah","GA","www.armstrong.edu","www.armstrong.edu/Departments/financial_aid/finaid_net_price_calculator",31.978109,-81.160409,1
"The Art Institute of Atlanta","Atlanta","GA","www.artinstitutes.edu/atlanta","tcc.noellevitz.com:80/edmc/Freshman-Students%20Net%20Price%20Calculator",33.937445,-84.354867,3
"Georgia Career Institute","Conyers","GA","gci.edu/","gci.edu/NetCalc/npcalc",33.64337,-84.018361,3
"Atlanta Technical College","Atlanta","GA","www.atlantatech.edu/","old.atlantatech.edu/Netprice/npcalc.htm",33.712009,-84.404995,1
"Point University","West Point","GA","point.edu","point.studentaidcalculator.com/survey.aspx",32.879715,-85.185134,2
"Atlanta Metropolitan State College","Atlanta","GA","www.atlm.edu","www.atlm.edu/students/Net%20Price%20Calculator/npcalc.htm",33.70893,-84.404659,1
"Atlanta's John Marshall Law School","Atlanta","GA","www.johnmarshall.edu","www.johnmarshall.edu/futurestudent/admissions-aid/tuition/",33.793388,-84.38777,3
"Atlanta School of Massage","Atlanta","GA","www.atlantaschoolofmassage.com","www.atlantaschoolofmassage.com/admissions/financial-aid/",33.927829,-84.29844,3
"Clark Atlanta University","Atlanta","GA","www.cau.edu","https://cau.studentaidcalculator.com/survey.aspx",33.748772,-84.412818,2
"Augusta Technical College","Augusta","GA","www.augustatech.edu","www.augustatech.edu/application_deadline.html",33.418992,-82.048439,1
"Bainbridge State College","Bainbridge","GA","www.bainbridge.edu/","www.bainbridge.edu/wp-content/NetPriceCalc/npcalc.htm",30.899474,-84.535049,1
"Bauder College","Atlanta","GA","www.bauder.edu/","www.bauder.edu/tuition-fees/",33.767494,-84.399724,3
"Beauty College of America","Forest Park","GA","www.beautycollegeofamca.com","www.beautycollegeofamca.com",33.618673,-84.351999,3
"Berry College","Mount Berry","GA","www.berry.edu","https://berry.studentaidcalculator.com/survey.aspx",34.289254,-85.189077,2
"Beulah Heights University","Atlanta","GA","www.beulah.edu","www.beulah.edu/page.aspx?pid=464",33.737022,-84.358086,2
"Brenau University","Gainesville","GA","www.brenau.edu","www.brenau.edu/netpricecalculator",34.303117,-83.821513,2
"Brewton-Parker College","Mount Vernon","GA","www.bpc.edu","www.bpc.edu/calculator/npcalc.htm",32.185718,-82.586136,2
"Brown College of Court Reporting","Atlanta","GA","www.bccr.edu","www.bccr.edu",33.784536,-84.389224,3
"College of Coastal Georgia","Brunswick","GA","www.ccga.edu","www.ccga.edu/netprice/netpricecalculator/",31.182741,-81.486086,1
"West Georgia Technical College","Waco","GA","www.westgatech.edu","www.westgatech.edu/admissions/netpricecalc.htm",33.691657,-85.183666,1
"Carver Bible College","Atlanta","GA","www.carver.edu","www.carver.edu",33.7236,-84.515091,2
"Clayton  State University","Morrow","GA","www.clayton.edu","www.clayton.edu/Portals/20/netpricecalculator20122013/npcalc.htm",33.594079,-84.328174,1
"Columbia Theological Seminary","Decatur","GA","WWW.CTSNET.EDU","NULL",33.764108,-84.282978,2
"Columbus Technical College","Columbus","GA","www.columbustech.edu/","www.columbustech.edu/NetPrice/npcalc.htm",32.505697,-84.979348,1
"Columbus State University","Columbus","GA","www.columbusstate.edu","finaid.columbusstate.edu/netprice.php",32.501556,-84.940796,1
"Georgia Northwestern Technical College","Rome","GA","www.gntc.edu","www.gntc.edu/student-services/npcalc/npcalc.htm",34.224673,-85.171361,1
"Covenant College","Lookout Mountain","GA","www.covenant.edu","https://portal.covenant.edu/forms/index/Net_Price_Calculator",34.963327,-85.37496,2
"Dalton State College","Dalton","GA","https://www.daltonstate.edu/index.cms","https://www.daltonstate.edu/admissions/online-calculator.cms",34.77496,-85.00289,1
"Pro Way Hair School","Stone Mountain","GA","www.prowayhairschool.com","www.prowayhairschool.com",33.801802,-84.205183,3
"South University-Savannah","Savannah","GA","www.southuniversity.edu","tcc.noellevitz.com/edmc/South Net Price Calculator",31.999571,-81.105435,3
"East Georgia State College","Swainsboro","GA","www.ega.edu","www.ega.edu/npcalc/",32.59577,-82.308486,1
"Emmanuel College","Franklin Springs","GA","www.ec.edu","www.ecnetprice.com",34.282617,-83.146825,2
"Emory University","Atlanta","GA","www.emory.edu","www.emory.edu/FINANCIAL_AID/",33.798836,-84.325782,2
"Georgia Highlands College","Rome","GA","www.highlands.edu","www.highlands.edu/site/business-office-net-price-calc",34.169791,-85.207356,1
"Fort Valley State University","Fort Valley","GA","www.fvsu.edu","www.fvsu.edu/financial_aid/net_price_calculators",32.538163,-83.895548,1
"Grady Health System Professional Schools","Atlanta","GA","www.gradyhealthsystem.org","www.gradyhealthsystem.org",33.752007,-84.382393,1
"Georgia Institute of Technology-Main Campus","Atlanta","GA","www.gatech.edu","admission.gatech.edu/npc_2015/npcalc.htm",33.773732,-84.396019,1
"Georgia Southwestern State University","Americus","GA","https://gsw.edu/","https://gsw.edu/Assets/FinancialAid/FinAidNetCalc.html",32.058198,-84.217755,1
"Georgia College and State University","Milledgeville","GA","WWW.GCSU.EDU","irout.gcsu.edu/cc/",33.082787,-83.231962,1
"Georgia Southern University","Statesboro","GA","www.georgiasouthern.edu","www.collegeportraits.org/GA/GSOU/estimator/agree",32.427756,-81.782201,1
"Georgia State University","Atlanta","GA","www.gsu.edu","admissions.gsu.edu/what-does-it-cost/cost-calculator/",33.7527,-84.38667,1
